Polymer Number,DP,2-(diethylamino)ethyl methacrylate,2-hydroxypropyl methacrylate,2-sulfopropyl methacrylate,butyl methacrylate,3-(dimethylamino)propyl methacrylate,methyl methacrylate,poly(ethylene glycol) methyl ether methacrylate,trimethylammonium chloride ethyl methacrylate,REA,Generation,Gelation
314,100,0,0,0,0.3,0.4,0,0.3,0,37.52982675,0,0
315,100,0,0,0,0.25,0.45,0,0.3,0,43.25656188,0,0
316,100,0,0,0,0.2,0.5,0,0.3,0,34.35003631,0,0
317,100,0,0,0,0,0,0.65,0.3,0.05,8.906525573,0,0
318,100,0,0,0,0,0,0.6,0.3,0.1,13.62693225,0,0
319,100,0,0,0,0,0,0.55,0.3,0.15,10.77912647,0,0
320,100,0,0,0,0,0,0.5,0.3,0.2,11.27710343,0,0
321,100,0,0,0,0,0,0.45,0.3,0.25,8.392986824,0,0
322,100,0,0,0,0,0,0.4,0.3,0.3,8.346301484,0,0
323,100,0,0,0,0,0,0.35,0.3,0.35,8.024691358,0,0
324,100,0,0,0,0,0,0.3,0.3,0.4,8.377425044,0,0
325,100,0,0,0,0,0,0.25,0.3,0.45,6.779748937,0,0
326,100,0,0,0,0,0,0.2,0.3,0.5,4.715219421,0,0
327,100,0,0,0,0.65,0,0,0.3,0.05,16.76522461,0,0
328,100,0,0,0,0.6,0,0,0.3,0.1,10.57682332,0,0
329,100,0,0,0,0.55,0,0,0.3,0.15,8.626413528,0,0
330,100,0,0,0,0.5,0,0,0.3,0.2,11.13186015,0,0
331,100,0,0,0,0.45,0,0,0.3,0.25,9.923228551,0,0
332,100,0,0,0,0.4,0,0,0.3,0.3,7.760141093,0,0
333,100,0,0,0,0.35,0,0,0.3,0.35,5.8097313,0,0
334,100,0,0,0,0.3,0,0,0.3,0.4,5.524431995,0,0
335,100,0,0,0,0.25,0,0,0.3,0.45,5.83048034,0,0
336,100,0,0,0,0.2,0,0,0.3,0.5,7.817200954,0,0
337,50,0.1,0.2,0,0,0,0.5,0.2,0,16.17105263,0,0
338,50,0.1,0.2,0,0,0,0.55,0.15,0,14.21052632,0,0
339,50,0.1,0.2,0,0,0,0.6,0.1,0,20.62280702,0,0
340,50,0.1,0.2,0,0,0,0.65,0.05,0,15.48684211,0,0
341,50,0.1,0.2,0,0,0,0.7,0,0,19.91666667,0,0
342,50,0.1,0,0,0,0,0.5,0.4,0,8.350877193,0,0
343,50,0.1,0,0,0,0,0.55,0.35,0,10,0,0
344,50,0.1,0,0,0,0,0.6,0.3,0,12.21052632,0,0
345,50,0.1,0,0,0,0,0.65,0.25,0,20.63157895,0,0
346,50,0.1,0,0,0,0,0.7,0.2,0,29.47368421,0,0
347,50,0,0.3,0,0,0,0.5,0.2,0,5.828947368,0,0
348,50,0.05,0.25,0,0,0,0.5,0.2,0,8.245614035,0,0
349,50,0.1,0.2,0,0,0,0.5,0.2,0,32.21052632,0,0
350,50,0.15,0.15,0,0,0,0.5,0.2,0,27.73245614,0,0
351,50,0.2,0.1,0,0,0,0.5,0.2,0,18.63157895,0,0
352,50,0.25,0.05,0,0,0,0.5,0.2,0,13.44736842,0,0
353,50,0.3,0,0,0,0,0.5,0.2,0,13.59210526,0,0
354,50,0.1,0.2,0,0,0,0,0.7,0,7.263157895,0,0
355,50,0.1,0.2,0,0,0,0.05,0.65,0,8.157894737,0,0
356,50,0.1,0.2,0,0,0,0.1,0.6,0,9.315789474,0,0
357,50,0.1,0.2,0,0,0,0.15,0.55,0,15.22807018,0,0
358,50,0.1,0.2,0,0,0,0.2,0.5,0,24.4254386,0,0
359,50,0.1,0.2,0,0,0,0.25,0.45,0,28.18859649,0,0
360,50,0.1,0.2,0,0,0,0.3,0.4,0,20.96491228,0,0
361,50,0.1,0.2,0,0,0,0.35,0.35,0,13.51754386,0,0
362,50,0.1,0.2,0,0,0,0.4,0.3,0,28.61842105,0,0
363,50,0.090909091,0.181818182,0,0,0,0.409090909,0.318181818,0,25.13596491,0,0
364,50,0.1,0.2,0,0.5,0,0,0.2,0,18.44298246,0,0
365,50,0.1,0.2,0,0.55,0,0,0.15,0,7.144736842,0,1
366,50,0.1,0.2,0,0.6,0,0,0.1,0,6.359649123,0,1
367,50,0.1,0.2,0,0.65,0,0,0.05,0,4.346491228,0,1
368,50,0.1,0.2,0,0.7,0,0,0,0,2.701754386,0,1
369,50,0.1,0,0,0.5,0,0,0.4,0,2.807017544,0,0
370,50,0.1,0,0,0.55,0,0,0.35,0,10.06578947,0,0
371,50,0.1,0,0,0.6,0,0,0.3,0,10.75,0,0
372,50,0.1,0,0,0.65,0,0,0.25,0,15.01315789,0,0
373,50,0.1,0,0,0.7,0,0,0.2,0,22.56578947,0,0
374,50,0,0.3,0,0.5,0,0,0.2,0,7.649122807,0,1
375,50,0.05,0.25,0,0.5,0,0,0.2,0,7.978070175,0,0
376,50,0.1,0.2,0,0.5,0,0,0.2,0,9.245614035,0,0
377,50,0.15,0.15,0,0.5,0,0,0.2,0,3.464912281,0,0
378,50,0.2,0.1,0,0.5,0,0,0.2,0,7.872807018,0,0
379,50,0.25,0.05,0,0.5,0,0,0.2,0,7.960526316,0,0
380,50,0.3,0,0,0.5,0,0,0.2,0,8.719298246,0,0
381,50,0.1,0.2,0,0,0,0,0.7,0,7.495614035,0,0
382,50,0.1,0.2,0,0.05,0,0,0.65,0,6.938596491,0,0
383,50,0.1,0.2,0,0.1,0,0,0.6,0,4.364035088,0,0
384,50,0.1,0.2,0,0.15,0,0,0.55,0,2.122807018,0,0
385,50,0.1,0.2,0,0.2,0,0,0.5,0,6.206140351,0,0
386,50,0.1,0.2,0,0.25,0,0,0.45,0,11.9254386,0,0
387,50,0.1,0.2,0,0.3,0,0,0.4,0,9.083333333,0,0
388,50,0.1,0.2,0,0.35,0,0,0.35,0,9.346491228,0,0
389,50,0.1,0.2,0,0.4,0,0,0.3,0,10.10087719,0,0
390,50,0.090909091,0.181818182,0,0.409090909,0,0,0.318181818,0,8.289473684,0,0
391,50,0,0.2,0.1,0,0,0.5,0.2,0,2.643237593,0,0
392,50,0,0.2,0.1,0,0,0.55,0.15,0,3.330180696,0,0
393,50,0,0.2,0.1,0,0,0.6,0.1,0,4.719000448,0,0
394,50,0,0.2,0.1,0,0,0.65,0.05,0,5.490566977,0,0
395,50,0,0.2,0.1,0,0,0.7,0,0,6.301956294,0,0
396,50,0,0,0.1,0,0,0.5,0.4,0,4.280949774,0,0
397,50,0,0,0.1,0,0,0.55,0.35,0,3.87276619,0,0
398,50,0,0,0.1,0,0,0.6,0.3,0,2.697993927,0,0
399,50,0,0,0.1,0,0,0.65,0.25,0,4.310816865,0,0
400,50,0,0,0.1,0,0,0.7,0.2,0,9.791428145,0,0
401,50,0,0.3,0,0,0,0.5,0.2,0,10.8317985,0,0
402,50,0,0.25,0.05,0,0,0.5,0.2,0,13.57459306,0,0
403,50,0,0.2,0.1,0,0,0.5,0.2,0,13.38543482,0,0
404,50,0,0.15,0.15,0,0,0.5,0.2,0,12.20070685,0,0
405,50,0,0.1,0.2,0,0,0.5,0.2,0,10.32903579,0,0
406,50,0,0.05,0.25,0,0,0.5,0.2,0,4.599532082,0,0
407,50,0,0,0.3,0,0,0.5,0.2,0,3.922544676,0,0
408,50,0,0.2,0.1,0,0,0,0.7,0,10.14485539,0,0
409,50,0,0.2,0.1,0,0,0.05,0.65,0,14.11220071,0,0
410,50,0,0.2,0.1,0,0,0.1,0.6,0,15.023147,0,0
411,50,0,0.2,0.1,0,0,0.15,0.55,0,15.86938125,0,0
412,50,0,0.2,0.1,0,0,0.2,0.5,0,16.10831798,0,0
413,50,0,0.2,0.1,0,0,0.25,0.45,0,14.46065011,0,0
414,50,0,0.2,0.1,0,0,0.3,0.4,0,5.09731694,0,0
415,50,0,0.2,0.1,0,0,0.35,0.35,0,4.211259893,0,0
416,50,0,0.2,0.1,0,0,0.4,0.3,0,11.23998208,0,0
417,50,0,0.181818182,0.090909091,0,0,0.409090909,0.318181818,0,12.9125392,0,0
418,50,0,0.2,0.1,0.5,0,0,0.2,0,19.86659366,0,0
419,50,0,0.2,0.1,0.55,0,0,0.15,0,21.8079546,0,0
420,50,0,0.2,0.1,0.6,0,0,0.1,0,21.49435014,0,0
421,50,0,0.2,0.1,0.65,0,0,0.05,0,16.99437503,0,0
422,50,0,0.2,0.1,0.7,0,0,0,0,6.645427846,0,0
423,50,0,0,0.1,0.5,0,0,0.4,0,3.439693365,0,0
424,50,0,0,0.1,0.55,0,0,0.35,0,10.70735228,0,0
425,50,0,0,0.1,0.6,0,0,0.3,0,13.45014685,0,0
426,50,0,0,0.1,0.65,0,0,0.25,0,18.87102394,0,1
427,50,0,0,0.1,0.7,0,0,0.2,0,20.249888,0,1
428,50,0,0.3,0,0.5,0,0,0.2,0,17.02424212,0,1
429,50,0,0.25,0.05,0.5,0,0,0.2,0,17.04913137,0,0
430,50,0,0.2,0.1,0.5,0,0,0.2,0,6.31688984,0,0
431,50,0,0.15,0.15,0.5,0,0,0.2,0,5.565234706,0,0
432,50,0,0.1,0.2,0.5,0,0,0.2,0,16.72557121,0,0
433,50,0,0.05,0.25,0.5,0,0,0.2,0,21.85275524,0,0
434,50,0,0,0.3,0.5,0,0,0.2,0,22.72387874,0,0
435,50,0,0.2,0.1,0,0,0,0.7,0,16.92468515,0,0
436,50,0,0.2,0.1,0.05,0,0,0.65,0,18.37323909,0,0
437,50,0,0.2,0.1,0.1,0,0,0.6,0,13.11165314,0,0
438,50,0,0.2,0.1,0.15,0,0,0.55,0,5.057494151,0,0
439,50,0,0.2,0.1,0.2,0,0,0.5,0,4.480063716,0,0
440,50,0,0.2,0.1,0.25,0,0,0.45,0,13.53974812,0,0
441,50,0,0.2,0.1,0.3,0,0,0.4,0,17.42744786,0,0
442,50,0,0.2,0.1,0.35,0,0,0.35,0,19.05520434,0,0
443,50,0,0.2,0.1,0.4,0,0,0.3,0,22.47498631,0,0
444,50,0,0.181818182,0.090909091,0.409090909,0,0,0.318181818,0,20.13041963,0,0
445,50,0.05,0,0,0,0,0.65,0.3,0,1.312636166,0,0
446,50,0.1,0,0,0,0,0.6,0.3,0,17.21132898,0,0
447,50,0.15,0,0,0,0,0.55,0.3,0,15.01089325,0,0
448,50,0.2,0,0,0,0,0.5,0.3,0,14.22657952,0,0
449,50,0.25,0,0,0,0,0.45,0.3,0,12.55991285,0,0
450,50,0.3,0,0,0,0,0.4,0.3,0,11.60130719,0,0
451,50,0.35,0,0,0,0,0.35,0.3,0,11.00762527,0,0
452,50,0.4,0,0,0,0,0.3,0.3,0,9.564270153,0,0
453,50,0.45,0,0,0,0,0.25,0.3,0,14.23747277,0,0
454,50,0.5,0,0,0,0,0.2,0.3,0,22.62527233,0,0
455,50,0.05,0,0,0.65,0,0,0.3,0,16.45969499,0,0
456,50,0.1,0,0,0.6,0,0,0.3,0,12.88671024,0,0
457,50,0.15,0,0,0.55,0,0,0.3,0,23.93246187,0,0
458,50,0.2,0,0,0.5,0,0,0.3,0,30.39215686,0,0
459,50,0.25,0,0,0.45,0,0,0.3,0,26.2962963,0,0
460,50,0.3,0,0,0.4,0,0,0.3,0,16.03485839,0,0
461,50,0.35,0,0,0.35,0,0,0.3,0,19.2211329,0,0
462,50,0.4,0,0,0.3,0,0,0.3,0,26.13834423,0,0
463,50,0.45,0,0,0.25,0,0,0.3,0,31.55228758,0,0
464,50,0.5,0,0,0.2,0,0,0.3,0,36.04575163,0,0
465,50,0,0,0,0,0.05,0.65,0.3,0,7.565359477,0,0
466,50,0,0,0,0,0.1,0.6,0.3,0,7.875816993,0,0
467,50,0,0,0,0,0.15,0.55,0.3,0,6.574074074,0,0
468,50,0,0,0,0,0.2,0.5,0.3,0,2.450980392,0,0
469,50,0,0,0,0,0.25,0.45,0.3,0,4.498910675,0,0
470,50,0,0,0,0,0.3,0.4,0.3,0,15.61546841,0,0
471,50,0,0,0,0,0.35,0.35,0.3,0,24.08496732,0,0
472,50,0,0,0,0,0.4,0.3,0.3,0,34.65686275,0,0
473,50,0,0,0,0,0.45,0.25,0.3,0,23.69825708,0,0
474,50,0,0,0,0,0.5,0.2,0.3,0,24.89651416,0,0
475,50,0,0,0,0.65,0.05,0,0.3,0,6.911764706,0,0
476,50,0,0,0,0.6,0.1,0,0.3,0,2.058823529,0,0
477,50,0,0,0,0.55,0.15,0,0.3,0,2.282135076,0,0
478,50,0,0,0,0.5,0.2,0,0.3,0,8.050108932,0,0
479,50,0,0,0,0.45,0.25,0,0.3,0,10.25054466,0,0
480,50,0,0,0,0.4,0.3,0,0.3,0,13.64379085,0,0
481,50,0,0,0,0.35,0.35,0,0.3,0,16.03485839,0,0
482,50,0,0,0,0.3,0.4,0,0.3,0,24.44989107,0,0
483,50,0,0,0,0.25,0.45,0,0.3,0,22.87581699,0,0
484,50,0,0,0,0.2,0.5,0,0.3,0,13.30065359,0,0
485,50,0,0,0,0,0,0.65,0.3,0.05,1.726579521,0,0
486,50,0,0,0,0,0,0.6,0.3,0.1,6.241830065,0,0
487,50,0,0,0,0,0,0.55,0.3,0.15,18.31154684,0,0
488,50,0,0,0,0,0,0.5,0.3,0.2,10.69716776,0,0
489,50,0,0,0,0,0,0.45,0.3,0.25,9.978213508,0,0
490,50,0,0,0,0,0,0.4,0.3,0.3,9.607843137,0,0
491,50,0,0,0,0,0,0.35,0.3,0.35,4.379084967,0,0
492,50,0,0,0,0,0,0.3,0.3,0.4,1.350762527,0,0
493,50,0,0,0,0,0,0.25,0.3,0.45,1.732026144,0,0
494,50,0,0,0,0,0,0.2,0.3,0.5,4.308278867,0,0
495,50,0,0,0,0.65,0,0,0.3,0.05,8.033769063,0,0
496,50,0,0,0,0.6,0,0,0.3,0.1,16.03485839,0,0
497,50,0,0,0,0.55,0,0,0.3,0.15,11.69389978,0,0
498,50,0,0,0,0.5,0,0,0.3,0.2,8.355119826,0,0
499,50,0,0,0,0.45,0,0,0.3,0.25,5.571895425,0,0
500,50,0,0,0,0.4,0,0,0.3,0.3,1.786492375,0,0
501,50,0,0,0,0.35,0,0,0.3,0.35,1.628540305,0,0
502,50,0,0,0,0.3,0,0,0.3,0.4,5.147058824,0,0
503,50,0,0,0,0.25,0,0,0.3,0.45,6.944444444,0,0
504,50,0,0,0,0.2,0,0,0.3,0.5,7.184095861,0,0
505,100,0.052,0,0,0.162,0.379,0,0.408,0,13.14906291,1,1
506,100,0.197,0,0,0,0.068,0.735,0,0,10.84651089,1,1
507,125,0,0,0,0.166,0.402,0.138,0.294,0,19.28920164,1,1
508,100,0.207,0,0,0.353,0.174,0,0.266,0,18.17933843,1,1
509,75,0.188,0,0,0,0,0.702,0.11,0,30.86085997,1,1
510,75,0,0,0,0,0.457,0.326,0.217,0,15.87494584,1,0
511,75,0.402,0,0.063,0.161,0,0,0.374,0,20.91442421,1,0
512,75,0,0,0.064,0,0.367,0.202,0.367,0,8.718812936,1,0
513,100,0,0,0,0.148,0.407,0.142,0.304,0,16.74185392,1,1
514,75,0,0,0,0,0.174,0.718,0.108,0,34.13155137,1,0
515,200,0.218,0,0,0,0,0.699,0.083,0,16.62221692,1,0
516,125,0.177,0,0,0.369,0.192,0,0.263,0,19.64995319,1,0
517,100,0.188,0,0,0,0,0.698,0.115,0,29.58534554,1,1
518,150,0,0,0,0.078,0.381,0.162,0.379,0,27.70244328,1,0
519,75,0.194,0,0,0,0.077,0.728,0,0,24.48512839,1,1
520,75,0.214,0,0,0,0,0.721,0,0.065,21.73347749,1,1
521,75,0.178,0,0,0.123,0,0.699,0,0,32.39589465,1,1
522,150,0,0,0,0.158,0.399,0.154,0.289,0,15.84549673,1,0
523,100,0,0,0,0,0.34,0.086,0.452,0.121,17.15414141,1,0
524,150,0.213,0,0,0,0,0.692,0.095,0,32.84131238,1,0
525,75,0.141,0,0,0,0.201,0.658,0,0,39.1967977,1,0
526,75,0,0,0,0.082,0.325,0.108,0.485,0,23.15807802,1,0
527,100,0.251,0,0,0.17,0.267,0,0.311,0,23.22433851,1,0
528,175,0.313,0,0,0,0,0.687,0,0,13.27238104,1,0
529,75,0.115,0,0,0,0.064,0.696,0.125,0,12.72539928,2,0
530,100,0,0.056,0,0.188,0.342,0,0.414,0,13.28799588,2,0
531,125,0.127,0,0,0,0.364,0.193,0.316,0,13.05306543,2,0
532,100,0.188,0,0,0,0,0.713,0.1,0,21.95363215,2,0
533,75,0.181,0,0,0,0.056,0.762,0,0,13.32509016,2,0
534,125,0,0,0,0.178,0.374,0,0.448,0,11.36939722,2,0
535,50,0.199,0,0,0,0,0.722,0.079,0,23.73209686,2,0
536,125,0,0,0,0,0.492,0.272,0.236,0,1.801133436,2,0
537,150,0.39,0,0,0.239,0,0,0.371,0,3.662029882,2,0
538,75,0.132,0,0,0.119,0,0.749,0,0,20.10716126,2,0
539,125,0.081,0,0,0,0.204,0.603,0.112,0,26.83565173,2,0
540,100,0.132,0,0,0.205,0,0.663,0,0,0.315301391,2,1
541,150,0,0,0,0,0.201,0.661,0.138,0,11.15095312,2,0
542,125,0.214,0,0,0,0.222,0.564,0,0,21.89180835,2,0
543,150,0.136,0,0,0,0.302,0.433,0.129,0,17.64451314,2,0
544,100,0.192,0,0,0,0,0.628,0,0.18,7.247810407,2,0
545,75,0.15,0,0,0,0,0.659,0,0.191,9.580628542,2,0
546,125,0.252,0,0,0,0.425,0.165,0.158,0,12.6862442,2,0
547,200,0.562,0,0,0,0,0.438,0,0,2.75940237,2,1
548,100,0.291,0.323,0,0,0,0.386,0,0,23.43328181,2,1
549,150,0.527,0,0,0,0,0.403,0.07,0,2.367851623,2,1
550,50,0.467,0.296,0,0,0,0,0.237,0,20.69860896,2,0
551,75,0.095,0,0,0.308,0,0.597,0,0,-1.846470891,2,1
552,150,0.293,0.316,0,0,0,0.391,0,0,10.14528594,2,1
553,125,0.163,0,0,0,0,0.656,0.181,0,24.77542448,3,0
554,50,0.553,0.114,0,0,0,0,0.333,0,25.08160632,3,0
555,75,0,0,0,0,0.325,0.675,0,0,43.10331739,3,0
556,175,0,0,0,0.05,0.314,0.242,0.394,0,18.78337002,3,0
557,200,0,0,0,0.117,0.38,0.149,0.354,0,23.41152357,3,0
558,100,0,0,0,0,0.48,0.133,0.386,0,19.93471495,3,0
559,75,0.233,0,0,0.466,0,0,0.301,0,41.42564336,3,0
560,75,0,0,0,0.277,0.403,0.075,0.246,0,29.28717832,3,0
561,75,0.462,0,0,0.215,0,0.089,0.234,0,38.01968673,3,1
562,100,0,0,0,0.17,0.395,0.158,0.278,0,29.17330904,3,0
563,100,0.051,0,0,0,0.267,0.682,0,0,54.34094992,3,0
564,100,0,0.066,0,0.339,0.445,0,0.15,0,55.13297401,3,0
565,125,0.156,0,0,0.158,0,0.561,0.125,0,52.42288519,3,0
566,150,0,0,0,0.445,0.325,0,0.23,0,39.17609251,3,0
567,175,0,0,0,0,0.373,0.08,0.377,0.17,11.95121334,3,0
568,100,0.266,0,0,0.233,0,0.211,0.29,0,43.91052405,3,0
569,75,0,0,0,0.184,0.208,0.608,0,0,42.29104987,3,0
570,100,0.244,0.278,0,0,0,0.422,0.056,0,55.77064197,3,0
571,150,0.383,0,0,0,0,0.472,0.145,0,29.66421215,3,1
572,100,0,0,0,0.319,0.413,0,0.106,0.162,50.42131633,3,0
573,50,0.485,0,0,0,0.22,0,0.295,0,50.37829905,3,0
574,150,0.211,0.243,0,0,0,0.546,0,0,57.21551659,3,0
575,175,0,0,0.2,0.064,0.367,0,0.369,0,8.365596295,3,0
576,100,0.134,0,0,0.298,0.5,0,0.069,0,36.56975126,3,0
577,125,0,0,0,0.366,0.431,0,0.15,0.053,21.32571626,4,0
578,100,0.129,0,0,0.344,0,0.402,0.125,0,2.873264083,4,1
579,50,0,0,0,0.081,0.191,0.728,0,0,30.91191111,4,0
580,100,0.249,0,0,0.167,0,0.379,0.204,0,31.32701021,4,0
581,100,0,0,0.054,0.383,0.446,0,0.117,0,31.36268279,4,0
582,50,0.415,0,0,0,0.183,0,0.233,0.169,20.6284795,4,0
583,100,0,0,0.117,0.474,0.347,0,0.062,0,11.82708139,4,1
584,100,0,0,0,0.323,0,0.549,0.128,0,0.408613177,4,1
585,125,0,0,0,0.315,0.464,0,0.1,0.12,26.49824021,4,0
586,75,0.408,0,0,0,0.373,0,0.219,0,14.96302537,4,0
587,150,0.193,0.182,0,0,0,0.554,0.071,0,46.4489407,4,1
588,75,0.418,0,0,0,0.148,0,0.275,0.159,26.5663424,4,0
589,50,0.357,0,0,0,0.231,0,0.254,0.158,28.21700992,4,0
590,125,0,0,0,0,0,0.913,0.087,0,6.9042655,4,1
591,50,0.357,0.129,0,0,0.304,0,0.209,0,27.5749035,4,0
592,50,0.336,0,0,0,0.335,0.088,0.241,0,10.0045369,4,0
593,75,0.404,0,0,0,0.21,0.138,0.248,0,7.497727495,4,0
594,100,0.134,0,0,0.219,0,0.447,0.199,0,10.40017823,4,0
595,75,0.398,0,0,0,0.248,0,0.23,0.123,24.24113885,4,0
596,125,0,0,0.123,0.389,0.41,0,0,0.078,44.5518081,4,1
597,50,0.393,0,0,0.147,0.252,0,0.208,0,38.77609328,4,0
598,125,0.345,0.147,0.288,0,0,0.22,0,0,28.05810479,4,0
599,125,0.347,0,0.31,0.1,0,0.242,0,0,26.36527878,4,0
600,100,0,0,0.105,0.43,0,0.465,0,0,-0.123232545,4,1
601,100,0,0,0,0.296,0.48,0,0.154,0.069,29.51281825,5,0
602,100,0,0,0.028,0.308,0.454,0,0.209,0,39.26232637,5,0
603,100,0.163,0.136,0,0,0,0.492,0.209,0,36.52541626,5,0
604,50,0.447,0,0,0.06,0.199,0,0.295,0,30.9165125,5,1
605,100,0,0,0,0.312,0.419,0,0.153,0.116,51.83361231,5,0
606,100,0.139,0.167,0,0,0,0.539,0.154,0,44.7361466,5,0
607,100,0.085,0,0,0.293,0.406,0,0.216,0,41.51763428,5,0
608,100,0.058,0,0,0.238,0.494,0,0.21,0,32.48759287,5,0
609,125,0.212,0.183,0,0,0,0.509,0.096,0,29.10463102,5,0
610,100,0.153,0.214,0,0,0,0.484,0.148,0,56.61175227,5,0
611,100,0.118,0.116,0,0,0,0.549,0.217,0,42.4661557,5,0
612,100,0,0,0,0.289,0.459,0,0.097,0.155,52.0101019,5,0
613,100,0,0,0,0.261,0.457,0,0.223,0.059,43.65547823,5,0
614,100,0,0.099,0,0.302,0.45,0,0.15,0,55.63386486,5,0
615,100,0,0.053,0,0.36,0.436,0,0.151,0,48.26300179,5,0
616,100,0.177,0.185,0,0,0,0.441,0.198,0,36.12310222,5,0
617,100,0.121,0.101,0,0,0,0.62,0.158,0,29.22796817,5,0
618,100,0.202,0.214,0,0,0,0.491,0.092,0,50.28631839,5,0
619,100,0.202,0,0,0.497,0,0,0.301,0,30.69333098,5,0
620,100,0,0,0.053,0.336,0.388,0,0.222,0,67.39200658,5,0
621,50,0.447,0,0,0,0.251,0,0.301,0,40.15505242,5,1
622,50,0.387,0,0,0.089,0.223,0,0.3,0,51.02927789,5,1
623,100,0.299,0,0,0.244,0,0.158,0.299,0,41.26508678,5,0
624,100,0.238,0.118,0,0,0,0.443,0.201,0,29.97386427,5,0
